customers,dynamism,strategy,metric,mean,sd,se,ci95_low,ci95_high,n
50,0.6,greedy_insertion,compute_time_s,0.0543232199997874,0.006832092800142483,0.0030554047859410955,0.04833462661934285,0.06031181338023194,5
50,0.6,greedy_insertion,evaluations,677.0,44.25494322671762,19.791412279066897,638.2088319330289,715.7911680669711,5
50,0.6,insertion_2opt_star,total_distance,1062.6640481012828,54.48198327998771,24.365083632611896,1014.9084841813635,1110.419612021202,5
50,0.6,insertion_2opt_star,mean_response_time_ms,3.7984763990389183,0.3931121722356141,0.17580510798028773,3.4538983873975546,4.143054410680282,5
50,0.6,insertion_2opt_star,route_disruption,565.0,112.9446767227212,50.51039496974855,465.99962585929285,664.0003741407072,5
50,0.6,insertion_2opt_star,compute_time_s,0.20002920000697486,0.020564917946353196,0.009196910895950223,0.1820032546509124,0.2180551453630373,5
50,0.6,insertion_2opt_star,evaluations,12657.6,505.95187518182007,226.2685572500077,12214.113627789986,13101.086372210015,5
50,0.6,tabu_search,total_distance,361.9802877846363,34.90636170597389,15.61059952435063,331.3835127169091,392.5770628523635,5
50,0.6,tabu_search,mean_response_time_ms,0.9722552000894211,0.09921523333863899,0.044370401229740036,0.8852892136791306,1.0592211864997116,5
50,0.6,tabu_search,route_disruption,26.0,0.0,0.0,26.0,26.0,5
50,0.6,tabu_search,compute_time_s,0.058541099994909016,0.009623279911111938,0.004303661609550885,0.05010592324018928,0.06697627674962875,5
50,0.6,tabu_search,evaluations,500.0,0.0,0.0,500.0,500.0,5
50,0.8,greedy_insertion,total_distance,1215.1459590178579,82.50004833194843,36.89514324345097,1142.831478260694,1287.4604397750218,5
50,0.8,greedy_insertion,mean_response_time_ms,0.8620439997757785,0.048884649171419076,0.021861879720704365,0.819194715523198,0.904893284028359,5
50,0.8,greedy_insertion,route_disruption,100.0,0.0,0.0,100.0,100.0,5
50,0.8,greedy_insertion,compute_time_s,0.05319146000256296,0.0036405086977079346,0.0016280849841508347,0.05000041343362732,0.0563825065714986,5
50,0.8,greedy_insertion,evaluations,642.8,58.027579649680376,25.95072253329375,591.9365838347442,693.6634161652557,5
50,0.8,insertion_2opt_star,total_distance,1046.021628932532,77.10822974876217,34.48384866858075,978.4332855421137,1113.6099723229502,5
50,0.8,insertion_2opt_star,mean_response_time_ms,4.069404800247867,0.26551850622142065,0.11874348583905947,3.83666756800331,4.302142032492423,5
50,0.8,insertion_2opt_star,route_disruption,584.8,181.4736895530589,81.15750119366662,425.73129766041336,743.8687023395865,5
50,0.8,insertion_2opt_star,compute_time_s,0.2139707599999383,0.012975237203349956,0.005802702482174953,0.2025974631348754,0.22534405686500122,5
50,0.8,insertion_2opt_star,evaluations,12843.6,587.3872657795706,262.68757108017115,12328.732360682865,13358.467639317136,5
50,0.8,tabu_search,total_distance,379.41796742880103,37.07115427847082,16.578724194208583,346.9236680081522,411.91226684944985,5
50,0.8,tabu_search,mean_response_time_ms,0.9952071999432519,0.08551157046413367,0.038241936884113224,0.92025300365039,1.0701613962361138,5
50,0.8,tabu_search,route_disruption,26.0,0.0,0.0,26.0,26.0,5
50,0.8,tabu_search,compute_time_s,0.057985700003337116,0.005066274496114401,0.002265706833197059,0.05354491461027088,0.06242648539640335,5
50,0.8,tabu_search,evaluations,500.0,0.0,0.0,500.0,500.0,5
